user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,conflict_count,has_conflict,age,signup_year,signup_month,signup_date,account_age_days
USR11411,Nilima Narain,RAQWJ5753Y,476859624557,1991-08-10,Bengaluru,Karnataka,13574.0,Salaried,2025-12-29 08:12:12,Verified,LOW,0,0,35.096509240246405,2025.0,12.0,2025-12-29,259.0
USR72932,Ekaja Dash,OQMLB4576G,406683086028,1990-05-29,Mumbai,Maharashtra,,Business Owner,,Verified,LOW,0,0,36.29568788501027,,,,
USR99646,Geetika Cherian,,,1981-01-29,Hyderabad,Telangana,,Unemployed,,Verified,MEDIUM,0,0,45.62354551676933,,,,
USR16942,Aashi Bawa,SVQCO4834Y,716226419208,1983-05-15,Bengaluru,Karnataka,,Salaried,,Verified,LOW,0,0,43.3347022587269,,,,
USR17478,Faris Jayaraman,JRXMH4964E,,,Lucknow,Uttar Pradesh,5000.0,Unemployed,,Pending,LOW,10,1,,,,,
67976,Amruta Dubey,IJFQT9869A,870464874625,1974-01-23,Jalandhar,Punjab,45209.0,Freelancer,,Verified,UNKNOWN,0,0,52.64065708418891,,,,
USR58781,Ati J0shi,EIMGZ2564C,799562849059,1979-02-27,Ludhiana,Punjab,25424.0,Salaried,,Pending,LOW,0,0,47.54551676933607,,,,
USR50864,Ekansh Chandra,XUXKA2241X,,1971-01-18,Amritsar,Punjab,33490.0,Business Owner,2024-05-05 21:01:01,Verified,MEDIUM,0,0,55.65503080082136,2024.0,5.0,2024-05-05,861.0
USR47085,Chakrika Sandhu,,569424962612,2001-07-02,Chennai,Tamil Nadu,,Business Owner,,Rejected,LOW,0,0,25.201916495550993,,,,
USR86335,ROBERT PRASAD,MPVDI5028X,,1960-05-09,Pune,Maharashtra,6724.0,Farmer,,Verified,LOW,0,0,66.34907597535934,,,,
USR92804,Harrison Krishna,VEYCO0141J,,1960-06-28,Delhi,Delhi,20208.0,Farmer,,Verified,LOW,0,0,66.21218343600273,,,,
USR49898,Lila Bhatia,RRYYL6072M,617824389364,1977-05-15,Amritsar,Punjab,44709.0,Unemployed,,Verified,MEDIUM,10,1,49.333333333333336,,,,
USR51040,Aarna Chander,,503226199512,1987-01-13,Amritsar,Punjab,,Student,,Verified,MEDIUM,9,1,39.66872005475702,,,,
USR49514,Sarthak Parsa,VAUFC0525X,,,Amritsar,Punjab,21117.0,Salaried,2026-02-21 12:48:22,Verified,MEDIUM,9,1,,2026.0,2.0,2026-02-21,204.0
USR38513,Pahal Mishra,,,,Hyderabad,Telangana,25111.0,Unemployed,,Verified,MEDIUM,0,0,,,,,
USR72999,Balveer Grover,AMFZU9391M,,1993-03-22,Lucknow,Uttar Pradesh,73565.0,Unemployed,,Verified,LOW,9,1,33.48117727583847,,,,
USR-93488,Warda Gandhi,ZZNBE5070B,599602357363,1978-05-24,Hyderabad,Telangana,,Retired,,Verified,LOW,0,0,48.309377138945926,,,,
USR82259,Raagini Bhagat,KLEET8677J,042218900703,2007-02-21,Pune,Maharashtra,28985.0,Salaried,,Verified,LOW,0,0,19.561943874058862,,,,
USR44062,Nathan G011a,RYSXY5194Y,131966848557,1989-08-15,Lucknow,Uttar Pradesh,45871.0,Student,,Verified,HIGH,0,0,37.08145106091718,,,,
USR56409,Yug Pall,JXHGU9672Y,,,Mumbai,Maharashtra,,Salaried,,Verified,LOW,0,0,,,,,
USR-17615,Urvi Chatterjee,FIFUS2368N,822169879448,2003-11-10,Jaipur,Rajasthan,68362.0,Farmer,,Pending,HIGH,1,1,22.844626967830255,,,,
USR36758,Yashodhara Kale,RMKMY8619T,903548006520,1975-01-04,Kolkata,West Bengal,14171.0,Student,,Rejected,LOW,0,0,51.6933607118412,,,,
USR-51679,Ganga Mody,LEDHD3287C,480617374999,1965-12-15,Bengaluru,Karnataka,27978.0,Salaried,,Verified,LOW,0,0,60.747433264887064,,,,
USR58015,Omisha Sarkar,UUNBN1723P,989339804399,1963-01-25,Amritsar,Punjab,,Freelancer,,Verified,LOW,9,1,63.63586584531143,,,,
USR38089,Aadhya Badami,VWREW2361G,037496066467,1996-04-11,Bengaluru,Karnataka,,Business Owner,,Pending,MEDIUM,0,0,30.425735797399042,,,,
USR32111,Ayaan Samra,ZCFZX5798J,,1962-06-14,Jaipur,Rajasthan,55530.0,Farmer,,Verified,LOW,10,1,64.25188227241615,,,,
USR48828,Aradhana Pingle,UTUBH9475O,789577836273,1963-09-06,Ludhiana,Punjab,28376.0,Student,2024-04-13 20:56:42,Verified,LOW,0,0,63.02258726899384,2024.0,4.0,2024-04-13,883.0
USR57872,Chandran Setty,NBEJU3999B,,1965-08-12,Chennai,Tamil Nadu,,Student,2024-05-12 20:18:50,Verified,LOW,10,1,61.08966461327858,2024.0,5.0,2024-05-12,854.0
USR-47238,Yashvi Amble,GBEUK9859D,787723584620,2003-04-25,Delhi,Delhi,15699.0,Unemployed,2025-03-18 21:31:34,Verified,LOW,0,0,23.38945927446954,2025.0,3.0,2025-03-18,544.0
USR_65592,GIRISH BHANDARI,XMBHL0893F,727637293653,1975-01-06,Jaipur,Rajasthan,33779.0,Salaried,,Verified,MEDIUM,0,0,51.68788501026694,,,,
USR-17083,Rayaan Apte,YSLKA0073Z,,1994-12-09,Delhi,Delhi,53482.0,Business Owner,,Verified,LOW,0,0,31.76454483230664,,,,
USR49568,Prisha More,KQKNG6512R,525803772859,2000-12-05,Mumbai,Maharashtra,15973.0,Salaried,,Verified,LOW,0,0,25.7741273100616,,,,
USR_61849,Champak Sani,HYCCT8971Z,,1987-10-26,Bengaluru,Karnataka,18042.0,Self Employed,,Verified,HIGH,10,1,38.88569472963724,,,,
USR21925,ATHARV RAO,FXMEF6138F,,1989-03-13,Jalandhar,Punjab,16288.0,Unemployed,,Verified,LOW,9,1,37.50581793292265,,,,
USR52880,Anthony Sahni,LVAMS2539O,106906661718,1967-05-05,Amritsar,Punjab,,Unemployed,,Pending,LOW,0,0,59.36208076659822,,,,
USR99680,SamuelChad,LTHKE2597D,727494244173,,Mumbai,Maharashtra,,Farmer,,Failed,UNKNOWN,0,0,,,,,
USR98967,Prisha Bassi,WKEYO8498N,142500783857,1981-09-10,Amritsar,Punjab,,Self Employed,,Verified,HIGH,0,0,45.01026694045174,,,,
51833,Samuel Sundaram,FCPLM7495L,,1988-10-04,Chennai,Tamil Nadu,20010.0,Salaried,2025-04-03 20:48:44,Verified,HIGH,0,0,37.94387405886379,2025.0,4.0,2025-04-03,528.0
32291,Samuel Dash,DAKCF0399K,690654216956,2006-01-24,Ludhiana,Punjab,,Retired,,Pending,UNKNOWN,0,0,20.637919233401778,,,,
USR85826,DALAJA MANI,XQHWV1031E,414946743423,1991-05-22,Mumbai,Maharashtra,38119.0,Retired,2024-08-14 08:23:52,Verified,LOW,0,0,35.31553730321698,2024.0,8.0,2024-08-14,761.0
USR52116,JAGVI JAIN,UIDGQ6355T,,1980-09-17,Lucknow,Uttar Pradesh,56951.0,Business Owner,2024-12-05 02:03:06,Verified,LOW,10,1,45.99041752224504,2024.0,12.0,2024-12-05,648.0
USR94074,Bakhshi Purohit,ARNPW1653J,568230952835,1985-11-02,Mumbai,Maharashtra,14437.0,Farmer,,Verified,LOW,0,0,40.865160848733744,,,,
USR22098,Charan Ravel,WUVCQ1208O,,1964-05-31,Ludhiana,Punjab,12106.0,Salaried,2024-03-25 09:10:16,Verified,LOW,9,1,62.288843258042434,2024.0,3.0,2024-03-25,903.0
USR11657,Bachittar Parsa,NBDWB5623E,840614298048,1997-12-14,Lucknow,Uttar Pradesh,14168.0,Gig Worker,2025-06-02 20:44:43,Verified,LOW,0,0,28.750171115674195,2025.0,6.0,2025-06-02,468.0
USR_82439,JACK TANDON,OIAKT4480W,338541991790,1968-10-07,Chennai,Tamil Nadu,71255.0,Salaried,,Verified,LOW,0,0,57.935660506502394,,,,
USR51372,Chandran Dugar,XRPPE3836M,550791646904,2004-03-31,Mumbai,Maharashtra,18345.0,Unemployed,,Verified,LOW,0,0,22.455852156057496,,,,
USR90557,Adya Sen,JURGM9328K,506704173201,1966-06-16,Jalandhar,Punjab,15806.0,Self Employed,,Pending,MEDIUM,0,0,60.24640657084189,,,,
USR31793,DAVID MITTER,HBPJW5973F,,,Amritsar,Punjab,,Self Employed,,Pending,LOW,0,0,,,,,
USR88252,Yasti Amble,IUAJF6409C,895577142368,1979-04-23,Jaipur,Rajasthan,,Freelancer,,Verified,LOW,9,1,47.39493497604381,,,,
USR44384,ekbal grover,MJRIG0909K,271698254283,1976-05-26,Jalandhar,Punjab,,Unemployed,,Verified,LOW,0,0,50.3025325119781,,,,
USR_33760,Azad Mannan,UHRBE8687L,900173955630,1975-12-07,Pune,Maharashtra,23629.0,Retired,,Verified,LOW,0,0,50.770704996577685,,,,
USR89825,Vinaya Babu,FXYPX1834X,835950313033,1988-09-13,Jalandhar,Punjab,16164.0,Gig Worker,,Verified,LOW,0,0,38.001368925393564,,,,
USR49556,priya rama,,,1965-09-03,Chennai,Tamil Nadu,,Self Employed,,Pending,MEDIUM,0,0,61.02943189596167,,,,
USR23662,Wakeeta Gole,,,2006-12-30,Mumbai,Maharashtra,66714.0,Student,,Verified,LOW,0,0,19.707049965776864,,,,
USR-52496,rehaan mahal,CVSCZ7031O,,1977-02-22,Jaipur,Rajasthan,77953.0,Business Owner,,Verified,LOW,0,0,49.55783709787816,,,,
USR55540,Orinder Dara,XEUQQ0834L,852268107048,1977-05-23,Chennai,Tamil Nadu,,Freelancer,,Verified,UNKNOWN,0,0,49.31143052703628,,,,
USR83950,Harita Saxena,QVHIC2363M,,1984-09-22,Chennai,Tamil Nadu,44032.0,Freelancer,,Verified,MEDIUM,0,0,41.97672826830938,,,,
USR81572,Logan Wable,RKTZM3223G,,,Pune,Maharashtra,,Retired,,Verified,MEDIUM,0,0,,,,,
USR93926,Harini Vohra,DHXYD9703D,,1974-04-18,Amritsar,Punjab,28630.0,Gig Worker,,Rejected,MEDIUM,10,1,52.407939767282684,,,,
USR72407,Yadavi Ravi,VRPHA4711J,741119324580,,Hyderabad,Telangana,36435.0,Self Employed,,Pending,LOW,9,1,,,,,
USR25194,sara bava,JUNUX4474G,402751733515,1968-11-28,Amritsar,Punjab,58180.0,Gig Worker,,Verified,LOW,6,1,57.79329226557152,,,,
USR-96516,amaira kapoor,MYTNR0836W,,2001-12-22,Jalandhar,Punjab,29976.0,Self Employed,,Verified,MEDIUM,9,1,24.72826830937714,,,,
USR23796,Gautam Gade,WXKIL3469D,671702726117,1971-12-31,Ludhiana,Punjab,,Retired,,Verified,LOW,0,0,54.704996577686515,,,,
USR14849,NeelimaSankaran,RGRQE1482N,684984396737,2001-09-09,Delhi,Delhi,41549.0,Freelancer,,Verified,MEDIUM,0,0,25.013004791238878,,,,
USR51400,Radha Taneja,NNHVP4190O,449693785599,1986-07-19,Bengaluru,Karnataka,15197.0,Gig Worker,,Verified,LOW,10,1,40.15605749486653,,,,
USR75660,NirjaLala,HLHUH2274C,195351072694,1998-05-01,Ludhiana,Punjab,,Student,,Verified,LOW,0,0,28.372347707049965,,,,
USR15740,Ikshita Anand,,,1978-03-01,Amritsar,Punjab,25700.0,Unemployed,2026-01-22 13:55:33,Verified,HIGH,9,1,48.539356605065024,2026.0,1.0,2026-01-22,234.0
USR45592,Dalbir Saha,HBTQJ4902H,,2002-06-10,Pune,Maharashtra,,Unemployed,2024-12-02 09:32:57,Rejected,MEDIUM,9,1,24.262833675564682,2024.0,12.0,2024-12-02,651.0
USR29160,Harita Koshy,JDMQQ4126K,706076079999,1969-09-18,Kolkata,West Bengal,27729.0,Retired,,Verified,LOW,0,0,56.988364134154686,,,,
USR38015,Jacob Vala,,840256528793,2000-11-07,Jalandhar,Punjab,56431.0,Farmer,,Verified,LOW,1,1,25.8507871321013,,,,
USR67924,Darpan Bir,UHMCE0204D,835991322078,2005-10-23,Pune,Maharashtra,,Gig Worker,,Verified,LOW,0,0,20.892539356605067,,,,
USR81871,Vincent Brar,,,,Jaipur,Rajasthan,38025.0,Student,,Verified,LOW,7,1,,,,,
USR18224,Abhimanyu Prabhakar,VYQYU0693E,290800008072,,Jalandhar,Punjab,16203.0,Retired,,Rejected,LOW,1,1,,,,,
USR17770,Varenya Soni,CUEJS5378B,374541928121,,Jalandhar,Punjab,,Retired,,Verified,LOW,0,0,,,,,
USR95413,Radhika Biswas,PTZKY3694J,784039649690,2000-02-13,Chennai,Tamil Nadu,12245.0,Farmer,,Pending,MEDIUM,0,0,26.584531143052704,,,,
14154,Ridhi Palla,YQPLV1311M,951966408081,1965-05-24,Amritsar,Punjab,15090.0,Unemployed,2024-05-14 08:51:48,Pending,MEDIUM,0,0,61.308692676249144,2024.0,5.0,2024-05-14,853.0
USR-67132,Oeshi Gupta,NQEJP0322Q,195029362122,1986-01-29,Jaipur,Rajasthan,47182.0,Retired,,Verified,LOW,0,0,40.62422997946612,,,,
USR_82457,Robert Butala,TWYGF3893H,892164643819,1963-11-03,Pune,Maharashtra,,Student,,Verified,MEDIUM,0,0,62.86379192334018,,,,
USR31543,Ishaan Naik,,,1979-07-03,Amritsar,Punjab,46794.0,Freelancer,,Verified,LOW,7,1,47.200547570157426,,,,
USR56957,Priya Deshmukh,LYUJZ2028M,714213637093,1994-05-19,Kolkata,West Bengal,28729.0,Retired,2024-03-10 11:08:32,Verified,MEDIUM,0,0,32.323066392881586,2024.0,3.0,2024-03-10,917.0
USR-66948,Xavier Sangha,ERXUZ9678B,689181327000,2002-07-19,Jaipur,Rajasthan,15429.0,Business Owner,,Verified,HIGH,0,0,24.15605749486653,,,,
USR38208,Widisha Bose,OMEWD5637V,467746210246,1977-06-27,Pune,Maharashtra,20104.0,Student,,Verified,LOW,1,1,49.215605749486656,,,,
USR68155,mahika dixit,ZMPRV4058L,704662039839,1988-08-29,Pune,Maharashtra,40077.0,Gig Worker,,Pending,LOW,1,1,38.04243668720055,,,,
USR23074,Garima Chada,JHJTA3524N,570519948093,1975-11-18,Mumbai,Maharashtra,14881.0,Business Owner,,Verified,MEDIUM,0,0,50.822724161533195,,,,
USR48387,Xalak Vohra,MPUII6840E,955265586385,1963-09-28,Lucknow,Uttar Pradesh,42312.0,Salaried,,Verified,LOW,8,1,62.96235455167693,,,,
USR71881,BHAVIKA SUNDER,PVHUR1765W,853802977883,2007-08-04,Chennai,Tamil Nadu,47742.0,Retired,,Pending,LOW,0,0,19.1129363449692,,,,
USR36677,Sachi Bassi,,635011833347,1988-10-01,Lucknow,Uttar Pradesh,52860.0,Salaried,,Pending,LOW,0,0,37.95208761122519,,,,
USR96764,Shivansh Roy,WKXDN0687S,631183487525,1980-07-21,Ludhiana,Punjab,10379.0,Student,,Verified,MEDIUM,9,1,46.1492128678987,,,,
USR36296,Warhi Patel,DYIKQ3537S,652075545560,1997-10-29,Hyderabad,Telangana,16189.0,Business Owner,,Rejected,LOW,0,0,28.876112251882272,,,,
USR83599,BalendraNagy,AQOXI9532G,709434659523,,Amritsar,Punjab,135929.0,Freelancer,,Verified,LOW,0,0,,,,,
USR25843,Barkha Garde,,030806555574,1991-03-24,Delhi,Delhi,10708.0,Business Owner,,Verified,HIGH,0,0,35.47707049965777,,,,
USR15202,DIVYA AGARWAL,HJTHB2946X,625484993304,1969-08-02,Hyderabad,Telangana,24335.0,Salaried,,Verified,HIGH,0,0,57.1170431211499,,,,
USR63022,Indira Rama,LVHAC7863Z,278263344246,,Mumbai,Maharashtra,,Self Employed,,Pending,UNKNOWN,0,0,,,,,
USR20873,Advika Vasa,RKBAJ7249V,993821821453,2000-07-27,Bengaluru,Karnataka,,Gig Worker,,Verified,HIGH,0,0,26.132785763175907,,,,
USR99989,AACHAL MAHAJAN,JJTZR6517E,299209196164,1989-04-29,Bengaluru,Karnataka,27392.0,Unemployed,,Verified,LOW,0,0,37.37713894592745,,,,
USR16992,vedant mani,,,1988-05-08,Chennai,Tamil Nadu,,Retired,,Verified,LOW,8,1,38.351813826146476,,,,
USR39678,Faris Ka1a,,043279444231,1982-12-26,Kolkata,West Bengal,,Student,,Pending,LOW,1,1,43.71800136892539,,,,
USR64462,Hema Dutta,YPUNU1297B,568739110795,2007-11-01,Chennai,Tamil Nadu,57225.0,Self Employed,2024-06-28 10:41:37,Verified,LOW,0,0,18.869267624914443,2024.0,6.0,2024-06-28,807.0
USR10310,alka batta,STKWA9193W,715244631932,1961-07-05,Jaipur,Rajasthan,,Salaried,,Verified,MEDIUM,0,0,65.19370294318959,,,,
USR36688,Oviya Arya,AXHKM6648L,729762332443,1996-10-22,Lucknow,Uttar Pradesh,37081.0,Self Employed,,Verified,LOW,10,1,29.894592744695416,,,,
USR-36707,Chaaya Mittal,KRUAK0518Q,,1968-12-26,Hyderabad,Telangana,,Self Employed,,Verified,LOW,0,0,57.71663244353183,,,,
USR95113,GAURANGI MOHAN,KIFBT7503Y,,1979-09-06,Jaipur,Rajasthan,,Student,,Verified,LOW,9,1,47.02258726899384,,,,
USR17436,bachittar mital,IYUTB8809F,,2002-01-07,Ludhiana,Punjab,32190.0,Freelancer,,Verified,MEDIUM,10,1,24.684462696783026,,,,
USR14094,Janya Chowdhury,RFOWC2582L,146461021371,1965-06-04,Mumbai,Maharashtra,28754.0,Farmer,2024-12-02 14:31:01,Failed,HIGH,0,0,61.27857631759069,2024.0,12.0,2024-12-02,650.0
USR26878,QUINCY MASTER,LNLPE9246J,,1968-09-23,Kolkata,West Bengal,,Retired,2024-11-10 09:59:48,Verified,MEDIUM,0,0,57.973990417522245,2024.0,11.0,2024-11-10,673.0
USR82013,dayita buch,XPIES4250S,,1972-06-08,Mumbai,Maharashtra,,Business Owner,,Verified,LOW,0,0,54.26694045174538,,,,
USR75003,yagnesh devan,HHVAJ0667C,960219065397,1966-10-14,Jalandhar,Punjab,,Self Employed,,Rejected,LOW,0,0,59.917864476386036,,,,
95215,Idika Sama,LWIWR7278Y,161891514511,1987-09-22,Delhi,Delhi,,Unemployed,,Verified,MEDIUM,0,0,38.978781656399725,,,,
38124,Lila Andra,EQCTA9614T,234388356800,1999-02-21,Ludhiana,Punjab,33089.0,Self Employed,,Verified,LOW,0,0,27.561943874058862,,,,
USR95623,Kamya Purohit,UCKLY5864N,445927846988,1992-06-07,Lucknow,Uttar Pradesh,17660.0,Self Employed,2024-03-20 19:37:21,Verified,LOW,7,1,34.26967830253251,2024.0,3.0,2024-03-20,907.0
USR-23580,Gayathri Srinivasan,GDRXC2995I,758657646793,1976-06-03,Chennai,Tamil Nadu,,Retired,,Verified,LOW,0,0,50.280629705681044,,,,
USR36960,Dayita Char,TKLFV6147I,942630372991,1974-05-22,Ludhiana,Punjab,9937.0,Salaried,,Verified,LOW,0,0,52.31485284052019,,,,
USR27253,Vrishti Ram,ULAXL8384J,,1981-02-15,Bengaluru,Karnataka,94061.0,Salaried,,Verified,HIGH,7,1,45.57700205338809,,,,
USR77469,EKTA VASA,ITWHZ5028H,,1967-07-23,Bengaluru,Karnataka,,Gig Worker,,Verified,LOW,0,0,59.14579055441479,,,,
USR75149,Jagrati Pillay,WENEM8634C,,1977-12-16,Jalandhar,Punjab,21363.0,Student,,Verified,LOW,0,0,48.74469541409993,,,,
USR21654,Frederick Borra,SCMHQ6503X,527095703284,1969-04-22,Jalandhar,Punjab,69188.0,Farmer,,Rejected,LOW,0,0,57.39630390143737,,,,
USR62749,Samesh Wali,DJIHF9562D,813291631718,1990-12-23,Mumbai,Maharashtra,,Farmer,,Verified,MEDIUM,0,0,35.72621492128679,,,,
USR63113,Kamya Sachar,TXDTT1048R,133778766429,1973-04-26,Lucknow,Uttar Pradesh,,Business Owner,,Verified,LOW,10,1,53.385352498288846,,,,
USR45135,Farhan Sood,,,2006-07-27,Lucknow,Uttar Pradesh,,Gig Worker,,Pending,LOW,0,0,20.134154688569474,,,,
USR92454,Aishani Loke,BERJP0716J,486512501589,,Lucknow,Uttar Pradesh,34431.0,Unemployed,,Verified,LOW,0,0,,,,,
USR46756,Danie1 Anne,YSSIY3040V,924374968947,1979-11-21,Ludhiana,Punjab,,Gig Worker,,Verified,LOW,0,0,46.8145106091718,,,,
USR28240,Pranav Bora,ZRYWY4777P,196817992146,1999-01-08,Bengaluru,Karnataka,,Self Employed,,Verified,LOW,0,0,27.682409308692677,,,,
USR61615,HarshilSur,PWJGQ5691E,,2004-08-17,Ludhiana,Punjab,,Retired,,Verified,LOW,9,1,22.075290896646134,,,,
USR81792,Lavanya Das,XAJFF0178Y,955008765783,2005-09-29,Lucknow,Uttar Pradesh,57163.0,Salaried,,Verified,LOW,0,0,20.958247775496236,,,,
USR46368,bhavna bora,PWZIC8248C,283769915339,1995-11-18,Jalandhar,Punjab,26599.0,Self Employed,,Verified,LOW,0,0,30.822724161533195,,,,
USR77220,YASHICA NAGARAJAN,NUIFC7381M,539383202852,1979-06-30,Ludhiana,Punjab,13358.0,Business Owner,,Verified,HIGH,0,0,47.20876112251882,,,,
USR11871,Riya Nagarajan,,,1979-06-26,Chennai,Tamil Nadu,,Student,2024-03-23 23:57:15,Failed,LOW,0,0,47.219712525667354,2024.0,3.0,2024-03-23,904.0
USR58973,Raghav Datta,GWPSK1447Z,207500970254,1967-07-13,Mumbai,Maharashtra,31082.0,Unemployed,,Verified,UNKNOWN,0,0,59.17316906228611,,,,
USR43078,Om Chaudhry,GFJHS5975A,587255751160,1962-01-21,Kolkata,West Bengal,,Business Owner,,Verified,LOW,7,1,64.64613278576317,,,,
USR98024,Balveer Gill,PRYRY2927G,,1981-01-03,Bengaluru,Karnataka,27807.0,Gig Worker,,Verified,HIGH,0,0,45.69472963723477,,,,
49141,Kamya Toor,WXMXW4787Z,978781268484,1988-05-23,Hyderabad,Telangana,5422.0,Gig Worker,,Verified,LOW,0,0,38.31074606433949,,,,
USR71839,Kamya Narang,,730584966837,1979-11-14,Amritsar,Punjab,,Student,,Verified,MEDIUM,0,0,46.83367556468173,,,,
USR85774,Omkaar Contractor,DEASD7482S,211521420125,,Bengaluru,Karnataka,12468.0,Freelancer,,Verified,LOW,0,0,,,,,
USR50428,Unnati Dasgupta,,784352680850,1983-06-03,Amritsar,Punjab,21996.0,Salaried,,Pending,LOW,0,0,43.28268309377139,,,,
USR29044,Anay Prabhu,NEDQG0769L,208880957605,2004-09-13,Hyderabad,Telangana,,Student,,Verified,HIGH,0,0,22.001368925393567,,,,
USR75979,Riya Virk,XWCFD5703F,910117936783,1972-02-24,Jalandhar,Punjab,34273.0,Freelancer,,Verified,HIGH,0,0,54.554414784394254,,,,
10728,Chavvi Gour,VTUAB3836O,646931202745,1997-05-26,Kolkata,West Bengal,66591.0,Self Employed,,Verified,UNKNOWN,0,0,29.30321697467488,,,,
USR21433,Rehaan Mallick,,073200785545,1963-08-18,Bengaluru,Karnataka,20303.0,Salaried,,Verified,HIGH,0,0,63.07460643394935,,,,
USR55964,Aditya Deol,,,1978-09-09,Jalandhar,Punjab,49887.0,Salaried,,Verified,UNKNOWN,10,1,48.01368925393566,,,,
USR12109,MEGHA HORA,HQIEF1582O,735404301188,1976-08-14,Chennai,Tamil Nadu,,Business Owner,,Verified,LOW,0,0,50.08350444900753,,,,
USR78750,Aditya Virk,AHHSO9848D,,1972-04-26,Jalandhar,Punjab,,Farmer,,Pending,LOW,0,0,54.38466803559206,,,,
USR78261,Radhika Sem,,725565399160,1966-11-29,Ludhiana,Punjab,16663.0,Salaried,2025-02-10 19:50:59,Verified,MEDIUM,10,1,59.79192334017796,2025.0,2.0,2025-02-10,580.0
USR52775,Varsha Pandit,PLUNH3889U,092658904215,1968-03-03,Ludhiana,Punjab,66377.0,Gig Worker,2025-08-19 17:57:35,Verified,LOW,0,0,58.53251197809719,2025.0,8.0,2025-08-19,390.0
USR55243,Ayush Sarraf,,042673378783,1990-03-29,Mumbai,Maharashtra,,Student,,Verified,MEDIUM,0,0,36.46269678302532,,,,
USR87433,NIDHI KAR,JKFED1416W,890014249892,,Jaipur,Rajasthan,,Gig Worker,,Verified,LOW,9,1,,,,,
USR63067,Ekiya Zachariah,VOJIO0930K,018545778700,1962-09-15,Hyderabad,Telangana,,Freelancer,,Pending,HIGH,0,0,63.997262149212865,,,,
USR_86007,Manya Butala,ZFAIP3665F,088894359888,2007-05-30,Amritsar,Punjab,,Salaried,,Verified,HIGH,0,0,19.293634496919918,,,,
USR81191,Hema Sampath,VLZTF6694S,,1968-11-08,Hyderabad,Telangana,31983.0,Unemployed,2025-09-17 22:54:01,Verified,MEDIUM,10,1,57.84804928131417,2025.0,9.0,2025-09-17,361.0
USR34717,Sanya Cherian,RZWIQ6639A,154998620639,1982-11-14,Chennai,Tamil Nadu,,Freelancer,,Verified,LOW,0,0,43.832991101984945,,,,
USR77335,Inaya Subramanian,,779912153720,1979-04-05,Jaipur,Rajasthan,20168.0,Unemployed,,Pending,LOW,0,0,47.44421629021218,,,,
USR39707,Sachi Sethi,FWMHK8450U,035097977231,1985-03-28,Ludhiana,Punjab,,Student,2025-09-13 22:28:04,Verified,LOW,9,1,41.464750171115675,2025.0,9.0,2025-09-13,365.0
USR78309,Onveer Sawhney,HBLFM9690N,,1996-11-23,Bengaluru,Karnataka,48475.0,Farmer,,Verified,LOW,9,1,29.806981519507186,,,,
USR_80226,Chanakya Bhatnagar,EQHXX5068Z,,1987-06-28,Pune,Maharashtra,,Business Owner,,Verified,MEDIUM,0,0,39.214236824093085,,,,
USR23501,Dominic Sundaram,,,1996-05-08,Mumbai,Maharashtra,45800.0,Student,,Verified,LOW,9,1,30.351813826146476,,,,
USR44657,Bakhshi Badal,RVMNG7370X,,1971-01-26,Mumbai,Maharashtra,,Student,,Verified,MEDIUM,0,0,55.6331279945243,,,,
USR48560,Kevin Viswanathan,FKSXJ4741U,904813528224,1972-11-28,Pune,Maharashtra,,Self Employed,2025-01-28 16:19:31,Verified,LOW,0,0,53.79329226557152,2025.0,1.0,2025-01-28,593.0
USR47931,Samar Bahl,,097875803376,2007-09-08,Mumbai,Maharashtra,,Salaried,,Verified,LOW,0,0,19.017111567419576,,,,
USR67574,Bimala Dubey,VRMVE7803G,174256916147,1985-07-22,Jaipur,Rajasthan,26906.0,Retired,,Verified,LOW,0,0,41.14715947980835,,,,
USR10262,Baghyawati Ganesan,BCRWJ1533U,828476051658,1963-07-07,Lucknow,Uttar Pradesh,,Retired,,Verified,LOW,0,0,63.1895961670089,,,,
USR67538,falak mallick,HEMXF6458E,824108654821,1994-06-29,Pune,Maharashtra,19608.0,Self Employed,,Verified,LOW,10,1,32.21081451060917,,,,
USR25932,Advika Mani,OZUPD7987Z,110592050806,2007-07-14,Delhi,Delhi,37815.0,Business Owner,,Pending,UNKNOWN,0,0,19.170431211498972,,,,
USR71902,JAGAT PILLAY,LTOXR4803O,878918023167,1963-02-26,Mumbai,Maharashtra,,Salaried,,Verified,MEDIUM,0,0,63.5482546201232,,,,
USR_20524,AtiBhasin,JVMKH9598X,147734280157,1980-06-01,Mumbai,Maharashtra,,Salaried,,Verified,LOW,0,0,46.286105407255306,,,,
USR96954,Oviya Gill,MFLDP9786B,662907162243,,Jaipur,Rajasthan,54425.0,Retired,2025-02-18 07:59:09,Pending,LOW,0,0,,2025.0,2.0,2025-02-18,573.0
USR27039,Saksham Tata,,668184425952,1968-02-02,Amritsar,Punjab,30203.0,Unemployed,,Verified,MEDIUM,10,1,58.614647501711154,,,,
USR51353,shivansh batta,,,1965-10-08,Delhi,Delhi,43938.0,Student,,Pending,MEDIUM,0,0,60.93360711841205,,,,
USR69831,Dalaja Lad,YNYOA1541E,381615720784,1972-06-14,Chennai,Tamil Nadu,23541.0,Salaried,,Pending,MEDIUM,0,0,54.25051334702259,,,,
